,FGA_l,FTA_l,MIN_TOT,OREB_l,TOV_l,lineup_ids,lineup_names,points_allowed,points_scored
2063,92.4,25.2,49.0,12.6,15.4,201589 - 203115 - 203914 - 203999 - 1626144,"Arthur,Darrell - Barton,Will - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel",86.8,105.0
2064,3.0,2.0,3.5,0.0,2.0,203115 - 201568 - 203530 - 1626144 - 2749,"Barton,Will - Gallinari,Danilo - Lauvergne,Joffrey - Mudiay,Emmanuel - Nelson,Jameer",6.0,4.0
2065,6.0,2.0,3.5,1.0,1.0,203914 - 203999 - 203530 - 1626144 - 1626253,"Harris,Gary - Jokic,Nikola - Lauvergne,Joffrey - Mudiay,Emmanuel - Toupane,Axel",5.0,5.0
2066,5.0,4.0,3.4,1.0,2.0,201589 - 201571 - 203115 - 2034 - 203994,"Arthur,Darrell - Augustin,D.J. - Barton,Will - Miller,Mike - Nurkic,Jusuf",8.0,5.0
2067,45.0,22.2,20.4,6.0,3.0,201589 - 201571 - 203914 - 203999 - 1626144,"Arthur,Darrell - Augustin,D.J. - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel",46.2,67.2
2068,17.1,6.0,10.2,0.0,3.9,201589 - 203115 - 200751 - 201581 - 2749,"Arthur,Darrell - Barton,Will - Foye,Randy - Hickson,JJ - Nelson,Jameer",26.1,26.1
2069,11.0,0.0,6.8,1.0,3.0,201589 - 203115 - 200751 - 203530 - 203123,"Arthur,Darrell - Barton,Will - Foye,Randy - Lauvergne,Joffrey - Papanikolaou,Kostas",22.0,11.0
2070,13.0,4.0,6.8,2.0,1.0,203115 - 200751 - 203914 - 203999 - 2034,"Barton,Will - Foye,Randy - Harris,Gary - Jokic,Nikola - Miller,Mike",16.0,14.0
2071,18.0,17.2,13.2,2.0,5.2,201589 - 201571 - 203115 - 203914 - 203994,"Arthur,Darrell - Augustin,D.J. - Barton,Will - Harris,Gary - Nurkic,Jusuf",35.2,37.2
2072,15.0,2.0,6.6,3.0,1.0,201589 - 203115 - 200751 - 2034 - 1626144,"Arthur,Darrell - Barton,Will - Foye,Randy - Miller,Mike - Mudiay,Emmanuel",15.0,15.0
2073,4.0,2.0,3.3,0.0,0.0,203115 - 202702 - 201568 - 201581 - 2749,"Barton,Will - Faried,Kenneth - Gallinari,Danilo - Hickson,JJ - Nelson,Jameer",5.0,4.0
2074,13.0,3.0,6.6,1.0,2.0,203914 - 203999 - 2034 - 1626144 - 1626253,"Harris,Gary - Jokic,Nikola - Miller,Mike - Mudiay,Emmanuel - Toupane,Axel",19.0,15.0
2075,17.1,9.9,9.6,3.0,5.1,201589 - 201571 - 203115 - 201568 - 203530,"Arthur,Darrell - Augustin,D.J. - Barton,Will - Gallinari,Danilo - Lauvergne,Joffrey",17.1,23.1
2076,9.0,6.0,6.4,1.0,1.0,201589 - 203115 - 200751 - 203999 - 1626144,"Arthur,Darrell - Barton,Will - Foye,Randy - Jokic,Nikola - Mudiay,Emmanuel",19.0,17.0
2077,48.6,14.4,28.8,9.0,9.9,201589 - 201568 - 203914 - 203999 - 2749,"Arthur,Darrell - Gallinari,Danilo - Harris,Gary - Jokic,Nikola - Nelson,Jameer",53.1,59.4
2078,4.0,2.0,3.2,0.0,1.0,201571 - 203115 - 201568 - 203999 - 1626144,"Augustin,D.J. - Barton,Will - Gallinari,Danilo - Jokic,Nikola - Mudiay,Emmanuel",13.0,4.0
2079,15.9,3.0,9.6,0.9,3.9,203115 - 202702 - 203914 - 2034 - 2749,"Barton,Will - Faried,Kenneth - Harris,Gary - Miller,Mike - Nelson,Jameer",18.0,20.1
2080,4.0,0.0,3.2,0.0,2.0,203115 - 203914 - 203999 - 1626144 - 1626253,"Barton,Will - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel - Toupane,Axel",7.0,7.0
2081,7.0,0.0,3.2,1.0,2.0,202702 - 200751 - 201568 - 203914 - 2749,"Faried,Kenneth - Foye,Randy - Gallinari,Danilo - Harris,Gary - Nelson,Jameer",12.0,3.0
2082,45.9,11.7,27.9,3.6,9.9,201589 - 203115 - 200751 - 201568 - 2749,"Arthur,Darrell - Barton,Will - Foye,Randy - Gallinari,Danilo - Nelson,Jameer",54.9,60.3
2083,6.0,0.0,3.1,1.0,1.0,203115 - 200751 - 203914 - 203999 - 203930,"Barton,Will - Foye,Randy - Harris,Gary - Jokic,Nikola - Kilpatrick,Sean",7.0,7.0
2084,12.0,8.1,9.3,0.9,5.1,203115 - 201568 - 201581 - 2034 - 2749,"Barton,Will - Gallinari,Danilo - Hickson,JJ - Miller,Mike - Nelson,Jameer",21.9,12.9
2085,21.2,16.0,12.4,3.2,5.2,202702 - 201568 - 203914 - 1626144 - 2749,"Faried,Kenneth - Gallinari,Danilo - Harris,Gary - Mudiay,Emmanuel - Nelson,Jameer",30.0,36.0
2086,6.0,0.0,3.0,1.0,0.0,201589 - 201571 - 203115 - 202702 - 1626253,"Arthur,Darrell - Augustin,D.J. - Barton,Will - Faried,Kenneth - Toupane,Axel",11.0,4.0
2087,30.0,12.0,18.0,1.8,1.8,201589 - 203115 - 201568 - 203530 - 1626144,"Arthur,Darrell - Barton,Will - Gallinari,Danilo - Lauvergne,Joffrey - Mudiay,Emmanuel",25.8,31.8
2088,18.0,6.0,9.0,3.0,2.1,201589 - 201568 - 203914 - 2749 - 203994,"Arthur,Darrell - Gallinari,Danilo - Harris,Gary - Nelson,Jameer - Nurkic,Jusuf",18.9,21.0
2089,8.0,2.0,6.0,0.0,2.0,201571 - 203999 - 203530 - 203960 - 1626253,"Augustin,D.J. - Jokic,Nikola - Lauvergne,Joffrey - Sampson,JaKarr - Toupane,Axel",6.0,6.0
2090,69.6,14.4,36.0,12.0,14.4,203115 - 201568 - 203914 - 203999 - 1626144,"Barton,Will - Gallinari,Danilo - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel",78.0,72.0
2091,48.0,24.0,29.0,6.0,12.0,201589 - 203115 - 201568 - 203914 - 1626144,"Arthur,Darrell - Barton,Will - Gallinari,Danilo - Harris,Gary - Mudiay,Emmanuel",87.0,42.0
2092,15.0,3.9,8.7,0.0,0.0,201589 - 203115 - 201568 - 201581 - 2749,"Arthur,Darrell - Barton,Will - Gallinari,Danilo - Hickson,JJ - Nelson,Jameer",9.0,18.9
2093,4.0,2.0,2.9,0.0,1.0,201571 - 203115 - 2034 - 203994 - 1626253,"Augustin,D.J. - Barton,Will - Miller,Mike - Nurkic,Jusuf - Toupane,Axel",9.0,2.0
2094,12.0,2.0,5.8,2.0,0.0,203115 - 202702 - 200751 - 203530 - 2749,"Barton,Will - Faried,Kenneth - Foye,Randy - Lauvergne,Joffrey - Nelson,Jameer",14.0,19.0
2095,18.0,8.0,11.6,2.0,2.0,203115 - 202702 - 201568 - 203999 - 2749,"Barton,Will - Faried,Kenneth - Gallinari,Danilo - Jokic,Nikola - Nelson,Jameer",18.8,28.0
2096,4.0,2.0,2.9,1.0,1.0,203115 - 202702 - 201568 - 203530 - 2749,"Barton,Will - Faried,Kenneth - Gallinari,Danilo - Lauvergne,Joffrey - Nelson,Jameer",2.0,4.0
2097,4.0,1.0,2.9,0.0,1.0,203115 - 202702 - 203530 - 2749 - 203123,"Barton,Will - Faried,Kenneth - Lauvergne,Joffrey - Nelson,Jameer - Papanikolaou,Kostas",6.0,12.0
2098,10.0,0.0,5.8,0.0,2.0,203115 - 200751 - 201581 - 2749 - 203123,"Barton,Will - Foye,Randy - Hickson,JJ - Nelson,Jameer - Papanikolaou,Kostas",12.0,6.0
2099,9.0,2.0,5.8,2.0,1.0,203115 - 201568 - 203999 - 2034 - 2749,"Barton,Will - Gallinari,Danilo - Jokic,Nikola - Miller,Mike - Nelson,Jameer",11.0,7.0
2100,5.0,4.0,2.9,1.0,0.0,202702 - 201568 - 203530 - 1626144 - 2749,"Faried,Kenneth - Gallinari,Danilo - Lauvergne,Joffrey - Mudiay,Emmanuel - Nelson,Jameer",5.0,5.0
2101,13.0,2.0,5.6,2.0,0.0,201589 - 201571 - 202702 - 203914 - 1626144,"Arthur,Darrell - Augustin,D.J. - Faried,Kenneth - Harris,Gary - Mudiay,Emmanuel",14.0,23.0
2102,6.0,0.0,2.8,0.0,0.0,201589 - 203115 - 200751 - 201581 - 1626144,"Arthur,Darrell - Barton,Will - Foye,Randy - Hickson,JJ - Mudiay,Emmanuel",5.0,11.0
2103,5.0,0.0,2.8,0.0,1.0,201589 - 202702 - 203914 - 1626144 - 2749,"Arthur,Darrell - Faried,Kenneth - Harris,Gary - Mudiay,Emmanuel - Nelson,Jameer",6.0,5.0
2104,14.1,3.0,8.4,0.9,2.1,203115 - 200751 - 203914 - 203999 - 203123,"Barton,Will - Foye,Randy - Harris,Gary - Jokic,Nikola - Papanikolaou,Kostas",14.1,15.0
2105,3.0,5.0,2.8,0.0,0.0,203115 - 203475 - 203914 - 201581 - 2034,"Barton,Will - Green,Erick - Harris,Gary - Hickson,JJ - Miller,Mike",5.0,8.0
2106,4.0,0.0,2.8,0.0,1.0,203115 - 203914 - 203530 - 1626144 - 203960,"Barton,Will - Harris,Gary - Lauvergne,Joffrey - Mudiay,Emmanuel - Sampson,JaKarr",8.0,0.0
2107,30.0,8.0,13.5,6.0,4.0,201589 - 203115 - 200751 - 201568 - 1626144,"Arthur,Darrell - Barton,Will - Foye,Randy - Gallinari,Danilo - Mudiay,Emmanuel",27.0,29.0
2108,7.0,2.0,5.4,1.0,1.0,201589 - 200751 - 201568 - 203914 - 203999,"Arthur,Darrell - Foye,Randy - Gallinari,Danilo - Harris,Gary - Jokic,Nikola",8.0,4.0
2109,7.0,0.0,2.7,1.0,1.0,201571 - 203115 - 201568 - 203914 - 203994,"Augustin,D.J. - Barton,Will - Gallinari,Danilo - Harris,Gary - Nurkic,Jusuf",5.0,7.0
2110,5.0,0.0,2.7,0.0,0.0,203115 - 200751 - 203914 - 203999 - 1626144,"Barton,Will - Foye,Randy - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel",5.0,6.0
2111,27.0,10.2,16.2,1.2,4.2,203115 - 201568 - 203914 - 203530 - 1626144,"Barton,Will - Gallinari,Danilo - Harris,Gary - Lauvergne,Joffrey - Mudiay,Emmanuel",31.8,33.0
2112,7.0,0.0,2.7,3.0,0.0,203115 - 203999 - 203530 - 1626144 - 203960,"Barton,Will - Jokic,Nikola - Lauvergne,Joffrey - Mudiay,Emmanuel - Sampson,JaKarr",3.0,7.0
2113,10.0,2.0,5.2,4.0,2.0,201571 - 203115 - 202702 - 203914 - 203999,"Augustin,D.J. - Barton,Will - Faried,Kenneth - Harris,Gary - Jokic,Nikola",14.0,6.0
2114,10.0,3.0,5.2,0.0,1.0,201571 - 202702 - 203914 - 203999 - 1626144,"Augustin,D.J. - Faried,Kenneth - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel",12.0,13.0
2115,23.0,7.0,13.0,1.0,2.0,203115 - 202702 - 200751 - 203914 - 203999,"Barton,Will - Faried,Kenneth - Foye,Randy - Harris,Gary - Jokic,Nikola",26.0,33.0
2116,30.0,7.8,15.6,4.8,6.0,203115 - 202702 - 201568 - 203999 - 1626144,"Barton,Will - Faried,Kenneth - Gallinari,Danilo - Jokic,Nikola - Mudiay,Emmanuel",31.2,36.0
2117,70.0,16.8,36.4,11.2,15.4,203115 - 202702 - 203914 - 203999 - 1626144,"Barton,Will - Faried,Kenneth - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel",79.8,71.4
2118,4.0,0.0,2.6,0.0,1.0,203115 - 200751 - 201568 - 2749 - 203123,"Barton,Will - Foye,Randy - Gallinari,Danilo - Nelson,Jameer - Papanikolaou,Kostas",2.0,7.0
2119,20.0,4.0,10.4,2.0,1.2,203115 - 201568 - 203914 - 201581 - 1626144,"Barton,Will - Gallinari,Danilo - Harris,Gary - Hickson,JJ - Mudiay,Emmanuel",24.0,25.2
2120,11.0,2.0,5.2,2.0,1.0,203115 - 203530 - 1626144 - 203994 - 1626253,"Barton,Will - Lauvergne,Joffrey - Mudiay,Emmanuel - Nurkic,Jusuf - Toupane,Axel",15.0,12.0
2121,9.0,3.0,5.2,2.0,0.0,200751 - 201568 - 203914 - 203999 - 2749,"Foye,Randy - Gallinari,Danilo - Harris,Gary - Jokic,Nikola - Nelson,Jameer",12.0,13.0
2122,11.1,5.1,7.5,2.1,3.0,201589 - 201571 - 203115 - 201568 - 203914,"Arthur,Darrell - Augustin,D.J. - Barton,Will - Gallinari,Danilo - Harris,Gary",18.0,17.1
2123,16.0,5.2,10.0,4.0,6.0,201589 - 203115 - 202702 - 203914 - 1626144,"Arthur,Darrell - Barton,Will - Faried,Kenneth - Harris,Gary - Mudiay,Emmanuel",24.4,23.2
2124,21.0,16.2,15.0,1.2,4.2,201589 - 203115 - 200751 - 201568 - 203999,"Arthur,Darrell - Barton,Will - Foye,Randy - Gallinari,Danilo - Jokic,Nikola",31.2,36.0
2125,10.0,0.0,5.0,2.0,3.0,201589 - 200751 - 203914 - 203999 - 203123,"Arthur,Darrell - Foye,Randy - Harris,Gary - Jokic,Nikola - Papanikolaou,Kostas",12.0,10.0
2126,16.0,14.0,10.0,4.0,5.2,201571 - 203115 - 203530 - 203960 - 1626253,"Augustin,D.J. - Barton,Will - Lauvergne,Joffrey - Sampson,JaKarr - Toupane,Axel",22.0,26.0
2127,7.0,0.0,5.0,0.0,2.0,203115 - 202702 - 200751 - 203999 - 203123,"Barton,Will - Faried,Kenneth - Foye,Randy - Jokic,Nikola - Papanikolaou,Kostas",6.0,12.0
2128,7.0,2.0,4.8,0.0,2.0,201589 - 201571 - 203115 - 201568 - 203999,"Arthur,Darrell - Augustin,D.J. - Barton,Will - Gallinari,Danilo - Jokic,Nikola",10.0,9.0
2129,19.0,5.0,12.0,3.0,5.0,201589 - 203115 - 200751 - 201568 - 203530,"Arthur,Darrell - Barton,Will - Foye,Randy - Gallinari,Danilo - Lauvergne,Joffrey",22.0,17.0
2130,15.0,6.9,7.2,2.1,0.9,203115 - 200751 - 203999 - 203930 - 2034,"Barton,Will - Foye,Randy - Jokic,Nikola - Kilpatrick,Sean - Miller,Mike",10.8,15.9
2131,32.0,26.4,19.2,6.4,8.8,203115 - 201568 - 203914 - 203999 - 2749,"Barton,Will - Gallinari,Danilo - Harris,Gary - Jokic,Nikola - Nelson,Jameer",36.8,56.8
2132,8.0,0.0,4.8,0.0,3.0,203115 - 201568 - 203914 - 203530 - 2749,"Barton,Will - Gallinari,Danilo - Harris,Gary - Lauvergne,Joffrey - Nelson,Jameer",13.0,2.0
2133,14.0,6.0,11.5,0.0,7.0,201589 - 201571 - 203115 - 203530 - 1626144,"Arthur,Darrell - Augustin,D.J. - Barton,Will - Lauvergne,Joffrey - Mudiay,Emmanuel",28.0,25.0
2134,8.0,0.0,4.6,0.0,2.0,201589 - 203115 - 200751 - 203914 - 203530,"Arthur,Darrell - Barton,Will - Foye,Randy - Harris,Gary - Lauvergne,Joffrey",18.0,8.0
2135,11.2,4.0,9.2,0.0,5.2,201589 - 203115 - 203999 - 1626144 - 2749,"Arthur,Darrell - Barton,Will - Jokic,Nikola - Mudiay,Emmanuel - Nelson,Jameer",15.2,21.2
2136,23.8,11.9,16.1,4.2,7.0,201589 - 202702 - 201568 - 203914 - 1626144,"Arthur,Darrell - Faried,Kenneth - Gallinari,Danilo - Harris,Gary - Mudiay,Emmanuel",49.7,35.7
2137,14.1,6.9,6.9,3.0,2.1,203115 - 202702 - 200751 - 201568 - 203914,"Barton,Will - Faried,Kenneth - Foye,Randy - Gallinari,Danilo - Harris,Gary",15.0,20.1
2138,25.9,11.9,16.1,2.8,9.1,203115 - 202702 - 201568 - 1626144 - 2749,"Barton,Will - Faried,Kenneth - Gallinari,Danilo - Mudiay,Emmanuel - Nelson,Jameer",28.0,44.1
2139,12.0,2.1,6.9,0.0,2.1,203115 - 202702 - 201568 - 1626144 - 203994,"Barton,Will - Faried,Kenneth - Gallinari,Danilo - Mudiay,Emmanuel - Nurkic,Jusuf",14.1,17.1
2140,14.0,3.2,8.8,1.2,3.2,201589 - 201571 - 203115 - 203914 - 1626253,"Arthur,Darrell - Augustin,D.J. - Barton,Will - Harris,Gary - Toupane,Axel",19.2,14.0
2141,6.0,0.0,4.4,0.0,4.0,201589 - 203115 - 200751 - 203999 - 203930,"Arthur,Darrell - Barton,Will - Foye,Randy - Jokic,Nikola - Kilpatrick,Sean",9.0,6.0
2142,11.2,16.0,8.8,2.0,3.2,201571 - 203115 - 203914 - 203999 - 1626144,"Augustin,D.J. - Barton,Will - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel",16.8,28.0
2143,28.0,7.0,15.4,0.7,2.1,203115 - 200751 - 201568 - 203999 - 2749,"Barton,Will - Foye,Randy - Gallinari,Danilo - Jokic,Nikola - Nelson,Jameer",35.0,21.7
2144,8.0,5.0,4.2,1.0,0.0,201589 - 203115 - 200751 - 203914 - 1626144,"Arthur,Darrell - Barton,Will - Foye,Randy - Harris,Gary - Mudiay,Emmanuel",8.0,13.0
2145,9.9,0.0,6.3,0.9,3.0,201589 - 203914 - 1626144 - 203994 - 203960,"Arthur,Darrell - Harris,Gary - Mudiay,Emmanuel - Nurkic,Jusuf - Sampson,JaKarr",12.0,9.9
2146,5.0,0.0,4.2,1.0,4.0,201571 - 203115 - 202702 - 203994 - 1626253,"Augustin,D.J. - Barton,Will - Faried,Kenneth - Nurkic,Jusuf - Toupane,Axel",12.0,0.0
2147,10.0,2.0,4.2,2.0,1.0,201571 - 203115 - 203914 - 203999 - 203994,"Augustin,D.J. - Barton,Will - Harris,Gary - Jokic,Nikola - Nurkic,Jusuf",6.0,12.0
2148,11.2,5.2,8.4,0.0,2.0,203115 - 202702 - 200751 - 203999 - 2749,"Barton,Will - Faried,Kenneth - Foye,Randy - Jokic,Nikola - Nelson,Jameer",18.4,17.2
2149,11.1,2.1,6.0,0.9,2.1,201589 - 201571 - 203115 - 202702 - 1626144,"Arthur,Darrell - Augustin,D.J. - Barton,Will - Faried,Kenneth - Mudiay,Emmanuel",18.0,12.0
2150,20.0,4.0,10.0,4.0,2.0,201589 - 201571 - 203115 - 203914 - 203999,"Arthur,Darrell - Augustin,D.J. - Barton,Will - Harris,Gary - Jokic,Nikola",17.0,12.0
2151,11.1,8.1,6.0,2.1,2.1,201589 - 203115 - 202702 - 201568 - 1626144,"Arthur,Darrell - Barton,Will - Faried,Kenneth - Gallinari,Danilo - Mudiay,Emmanuel",13.2,11.1
2152,14.0,14.0,8.0,3.2,1.2,201589 - 203115 - 201568 - 2749 - 203994,"Arthur,Darrell - Barton,Will - Gallinari,Danilo - Nelson,Jameer - Nurkic,Jusuf",20.0,24.0
2153,12.0,2.1,6.0,3.0,0.9,201589 - 200751 - 201568 - 203999 - 2749,"Arthur,Darrell - Foye,Randy - Gallinari,Danilo - Jokic,Nikola - Nelson,Jameer",11.1,8.1
2154,18.9,7.0,14.0,0.0,4.2,201571 - 203115 - 203999 - 203530 - 1626253,"Augustin,D.J. - Barton,Will - Jokic,Nikola - Lauvergne,Joffrey - Toupane,Axel",35.0,27.3
2155,8.0,0.0,4.0,2.0,2.0,201571 - 202702 - 201568 - 203914 - 203999,"Augustin,D.J. - Faried,Kenneth - Gallinari,Danilo - Harris,Gary - Jokic,Nikola",4.0,6.0
2156,6.9,3.9,6.0,0.0,2.1,203115 - 200751 - 201568 - 203914 - 203530,"Barton,Will - Foye,Randy - Gallinari,Danilo - Harris,Gary - Lauvergne,Joffrey",12.0,9.0
2157,13.2,10.0,8.0,2.0,3.2,203115 - 200751 - 201568 - 201581 - 2749,"Barton,Will - Foye,Randy - Gallinari,Danilo - Hickson,JJ - Nelson,Jameer",21.2,19.2
2158,6.0,2.0,3.8,1.0,3.0,201589 - 201571 - 203115 - 203914 - 2034,"Arthur,Darrell - Augustin,D.J. - Barton,Will - Harris,Gary - Miller,Mike",7.0,12.0
2159,11.1,3.0,5.7,0.0,0.9,201589 - 203115 - 200751 - 201568 - 203914,"Arthur,Darrell - Barton,Will - Foye,Randy - Gallinari,Danilo - Harris,Gary",15.0,18.9
2160,9.0,3.9,5.7,0.9,2.1,201589 - 201568 - 203914 - 1626144 - 203994,"Arthur,Darrell - Gallinari,Danilo - Harris,Gary - Mudiay,Emmanuel - Nurkic,Jusuf",15.9,9.9
2161,17.0,12.0,9.5,3.0,0.0,203115 - 202702 - 200751 - 201568 - 2749,"Barton,Will - Faried,Kenneth - Foye,Randy - Gallinari,Danilo - Nelson,Jameer",21.0,19.0
2162,17.2,10.0,7.6,4.0,2.0,203115 - 202702 - 200751 - 2034 - 2749,"Barton,Will - Faried,Kenneth - Foye,Randy - Miller,Mike - Nelson,Jameer",16.0,24.0
2163,10.0,0.0,7.6,0.0,7.2,203115 - 201568 - 203914 - 201581 - 2749,"Barton,Will - Gallinari,Danilo - Harris,Gary - Hickson,JJ - Nelson,Jameer",21.2,9.2
2164,10.0,6.0,7.2,1.2,4.0,201589 - 201568 - 203914 - 203530 - 1626144,"Arthur,Darrell - Gallinari,Danilo - Harris,Gary - Lauvergne,Joffrey - Mudiay,Emmanuel",8.0,12.0
2165,33.0,14.0,18.0,7.0,4.0,203115 - 202702 - 200751 - 201568 - 1626144,"Barton,Will - Faried,Kenneth - Foye,Randy - Gallinari,Danilo - Mudiay,Emmanuel",37.0,46.0
2166,6.0,0.0,3.6,0.0,1.0,203115 - 200751 - 201568 - 203999 - 1626144,"Barton,Will - Foye,Randy - Gallinari,Danilo - Jokic,Nikola - Mudiay,Emmanuel",11.0,2.0
2167,15.0,8.0,9.0,3.0,3.0,203115 - 200751 - 201568 - 203530 - 203994,"Barton,Will - Foye,Randy - Gallinari,Danilo - Lauvergne,Joffrey - Nurkic,Jusuf",16.0,22.0
2168,6.0,0.0,3.6,0.0,4.0,203115 - 203914 - 203999 - 203530 - 1626144,"Barton,Will - Harris,Gary - Jokic,Nikola - Lauvergne,Joffrey - Mudiay,Emmanuel",9.0,7.0
2169,16.0,0.0,7.2,2.0,2.0,203115 - 203914 - 203530 - 1626144 - 203994,"Barton,Will - Harris,Gary - Lauvergne,Joffrey - Mudiay,Emmanuel - Nurkic,Jusuf",10.0,12.0
2170,8.0,0.0,3.4,2.0,2.0,201589 - 201571 - 203914 - 203530 - 1626144,"Arthur,Darrell - Augustin,D.J. - Harris,Gary - Lauvergne,Joffrey - Mudiay,Emmanuel",3.0,10.0
2171,8.1,0.0,5.1,0.0,3.0,201589 - 203115 - 200751 - 203530 - 2749,"Arthur,Darrell - Barton,Will - Foye,Randy - Lauvergne,Joffrey - Nelson,Jameer",12.0,2.1
2172,8.0,0.0,3.4,2.0,0.0,201589 - 203115 - 200751 - 2749 - 203123,"Arthur,Darrell - Barton,Will - Foye,Randy - Nelson,Jameer - Papanikolaou,Kostas",3.0,0.0
2173,10.0,6.0,6.8,0.0,2.0,201589 - 203115 - 201568 - 1626144 - 203994,"Arthur,Darrell - Barton,Will - Gallinari,Danilo - Mudiay,Emmanuel - Nurkic,Jusuf",20.4,19.2
2174,7.0,2.0,3.4,1.0,0.0,201589 - 203115 - 203530 - 1626144 - 1626253,"Arthur,Darrell - Barton,Will - Lauvergne,Joffrey - Mudiay,Emmanuel - Toupane,Axel",7.0,8.0
2175,9.0,0.0,8.5,0.0,7.0,201571 - 203115 - 203914 - 203530 - 1626253,"Augustin,D.J. - Barton,Will - Harris,Gary - Lauvergne,Joffrey - Toupane,Axel",38.0,2.0
2176,5.0,0.0,3.4,1.0,1.0,203115 - 202702 - 200751 - 2034 - 203123,"Barton,Will - Faried,Kenneth - Foye,Randy - Miller,Mike - Papanikolaou,Kostas",6.0,6.0
2177,5.0,2.0,3.4,0.0,1.0,203115 - 202702 - 203914 - 1626144 - 1626253,"Barton,Will - Faried,Kenneth - Harris,Gary - Mudiay,Emmanuel - Toupane,Axel",4.0,7.0
2178,4.0,0.0,3.4,0.0,2.0,200751 - 201568 - 203914 - 203999 - 203994,"Foye,Randy - Gallinari,Danilo - Harris,Gary - Jokic,Nikola - Nurkic,Jusuf",10.0,0.0
2179,8.0,0.0,3.2,1.0,1.0,201589 - 203914 - 203530 - 1626144 - 203960,"Arthur,Darrell - Harris,Gary - Lauvergne,Joffrey - Mudiay,Emmanuel - Sampson,JaKarr",7.0,12.0
2180,9.9,0.0,4.8,0.9,0.9,201571 - 203115 - 202702 - 203914 - 203530,"Augustin,D.J. - Barton,Will - Faried,Kenneth - Harris,Gary - Lauvergne,Joffrey",12.0,14.1
2181,19.2,7.2,9.6,1.2,1.2,203115 - 202702 - 201568 - 203530 - 1626144,"Barton,Will - Faried,Kenneth - Gallinari,Danilo - Lauvergne,Joffrey - Mudiay,Emmanuel",25.8,18.0
2182,12.0,3.2,6.0,3.2,2.0,201589 - 201571 - 203115 - 203914 - 1626144,"Arthur,Darrell - Augustin,D.J. - Barton,Will - Harris,Gary - Mudiay,Emmanuel",11.2,10.0
2183,28.0,11.0,15.0,4.0,2.0,201589 - 203115 - 201568 - 203999 - 2749,"Arthur,Darrell - Barton,Will - Gallinari,Danilo - Jokic,Nikola - Nelson,Jameer",33.0,40.0
2184,5.0,0.0,3.0,1.0,0.0,201589 - 203115 - 203475 - 203914 - 203999,"Arthur,Darrell - Barton,Will - Green,Erick - Harris,Gary - Jokic,Nikola",6.0,2.0
2185,4.0,0.0,3.0,0.0,0.0,201589 - 203115 - 203999 - 1626144 - 203960,"Arthur,Darrell - Barton,Will - Jokic,Nikola - Mudiay,Emmanuel - Sampson,JaKarr",5.0,6.0
2186,11.1,3.0,4.5,0.9,0.0,201589 - 203115 - 203999 - 1626144 - 1626253,"Arthur,Darrell - Barton,Will - Jokic,Nikola - Mudiay,Emmanuel - Toupane,Axel",12.0,12.0
2187,8.0,5.2,6.0,1.2,2.0,201589 - 201568 - 203914 - 201581 - 2749,"Arthur,Darrell - Gallinari,Danilo - Harris,Gary - Hickson,JJ - Nelson,Jameer",12.0,14.0
2188,3.0,4.0,3.0,1.0,1.0,201571 - 203115 - 201568 - 203914 - 203999,"Augustin,D.J. - Barton,Will - Gallinari,Danilo - Harris,Gary - Jokic,Nikola",8.0,5.0
2189,4.0,0.0,3.0,0.0,1.0,201571 - 203115 - 203530 - 1626144 - 1626253,"Augustin,D.J. - Barton,Will - Lauvergne,Joffrey - Mudiay,Emmanuel - Toupane,Axel",5.0,2.0
2190,4.0,0.0,2.8,0.0,1.0,201589 - 201571 - 203115 - 1626144 - 203994,"Arthur,Darrell - Augustin,D.J. - Barton,Will - Mudiay,Emmanuel - Nurkic,Jusuf",2.0,7.0
2191,5.0,0.0,2.8,1.0,1.0,201589 - 203115 - 202702 - 200751 - 203123,"Arthur,Darrell - Barton,Will - Faried,Kenneth - Foye,Randy - Papanikolaou,Kostas",6.0,0.0
2192,6.9,0.9,4.2,0.9,2.1,201589 - 200751 - 201568 - 1626144 - 2749,"Arthur,Darrell - Foye,Randy - Gallinari,Danilo - Mudiay,Emmanuel - Nelson,Jameer",13.8,6.9
2193,4.0,4.0,2.8,0.0,0.0,201589 - 201568 - 203914 - 201581 - 1626144,"Arthur,Darrell - Gallinari,Danilo - Harris,Gary - Hickson,JJ - Mudiay,Emmanuel",13.0,8.0
2194,4.0,0.0,2.8,0.0,2.0,201571 - 203115 - 203914 - 1626144 - 203994,"Augustin,D.J. - Barton,Will - Harris,Gary - Mudiay,Emmanuel - Nurkic,Jusuf",8.0,7.0
2195,4.0,2.0,2.8,0.0,1.0,201571 - 203115 - 203530 - 2034 - 1626144,"Augustin,D.J. - Barton,Will - Lauvergne,Joffrey - Miller,Mike - Mudiay,Emmanuel",5.0,5.0
